Date,Year,Month,Geopolitical_Zone,State,Rainfall_mm,Rainy_Days,Max_Daily_Rainfall_mm,Rainfall_Intensity,Drought_Index,Flood_Risk_Index
1993-02-01,1993,2,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
1993-03-01,1993,3,North-West,Kaduna,11.5,2,3.8,5.75,0.711,0.096
1993-04-01,1993,4,North-West,Kaduna,53.6,11,17.2,4.87,0.61,0.125
1993-05-01,1993,5,North-West,Kaduna,181.8,30,73.3,6.06,0.197,0.324
1993-06-01,1993,6,North-West,Kaduna,251.4,30,120.2,8.38,0.004,0.476
1993-07-01,1993,7,North-West,Kaduna,491.8,30,195.2,16.39,0.0,0.558
1993-08-01,1993,8,North-West,Kaduna,357.9,30,170.0,11.93,0.0,0.477
1993-09-01,1993,9,North-West,Kaduna,269.5,30,132.0,8.98,0.057,0.462
1993-10-01,1993,10,North-West,Kaduna,132.6,27,64.9,4.91,0.0,0.584
1993-11-01,1993,11,North-West,Kaduna,4.6,1,1.9,4.6,0.656,0.142
1993-12-01,1993,12,North-West,Kaduna,0.1,0,0.0,0.1,0.986,0.0
1994-01-01,1994,1,North-West,Kaduna,2.0,0,0.7,2.0,0.0,0.76
1994-02-01,1994,2,North-West,Kaduna,0.5,0,0.2,0.5,0.803,0.079
1994-03-01,1994,3,North-West,Kaduna,0.9,0,0.3,0.9,0.977,0.008
1994-04-01,1994,4,North-West,Kaduna,120.3,24,55.5,5.01,0.124,0.404
1994-05-01,1994,5,North-West,Kaduna,176.3,30,78.4,5.88,0.221,0.346
1994-06-01,1994,6,North-West,Kaduna,323.6,30,112.3,10.79,0.0,0.445
1994-07-01,1994,7,North-West,Kaduna,389.3,30,139.4,12.98,0.0,0.399
1994-08-01,1994,8,North-West,Kaduna,453.7,30,216.3,15.12,0.0,0.607
1994-09-01,1994,9,North-West,Kaduna,397.4,30,177.6,13.25,0.0,0.621
1994-10-01,1994,10,North-West,Kaduna,267.1,30,124.3,8.9,0.0,1.0
1994-11-01,1994,11,North-West,Kaduna,1.8,0,0.8,1.8,0.865,0.06
1994-12-01,1994,12,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
1995-01-01,1995,1,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
1995-02-01,1995,2,North-West,Kaduna,2.1,0,0.9,2.1,0.172,0.355
1995-03-01,1995,3,North-West,Kaduna,10.5,2,4.1,5.25,0.736,0.103
1995-04-01,1995,4,North-West,Kaduna,111.9,22,39.0,5.09,0.185,0.284
1995-05-01,1995,5,North-West,Kaduna,150.7,30,67.7,5.02,0.334,0.299
1995-06-01,1995,6,North-West,Kaduna,278.7,30,115.0,9.29,0.0,0.456
1995-07-01,1995,7,North-West,Kaduna,409.3,30,183.0,13.64,0.0,0.523
1995-08-01,1995,8,North-West,Kaduna,414.0,30,179.7,13.8,0.0,0.504
1995-09-01,1995,9,North-West,Kaduna,303.3,30,135.9,10.11,0.0,0.475
1995-10-01,1995,10,North-West,Kaduna,140.4,28,62.1,5.01,0.0,0.558
1995-11-01,1995,11,North-West,Kaduna,5.6,1,1.7,5.6,0.581,0.127
1995-12-01,1995,12,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
1996-01-01,1996,1,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
1996-02-01,1996,2,North-West,Kaduna,0.6,0,0.3,0.6,0.763,0.118
1996-03-01,1996,3,North-West,Kaduna,18.1,4,7.8,4.53,0.544,0.196
1996-04-01,1996,4,North-West,Kaduna,47.2,9,19.2,5.24,0.656,0.14
1996-05-01,1996,5,North-West,Kaduna,208.0,30,88.1,6.93,0.081,0.389
1996-06-01,1996,6,North-West,Kaduna,292.8,30,93.3,9.76,0.0,0.37
1996-07-01,1996,7,North-West,Kaduna,412.1,30,185.7,13.74,0.0,0.531
1996-08-01,1996,8,North-West,Kaduna,426.0,30,133.7,14.2,0.0,0.375
1996-09-01,1996,9,North-West,Kaduna,342.1,30,140.3,11.4,0.0,0.491
1996-10-01,1996,10,North-West,Kaduna,113.7,23,48.8,4.94,0.0,0.439
1996-11-01,1996,11,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
1996-12-01,1996,12,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
1997-01-01,1997,1,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
1997-02-01,1997,2,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
1997-03-01,1997,3,North-West,Kaduna,45.2,9,15.2,5.02,0.0,0.383
1997-04-01,1997,4,North-West,Kaduna,105.9,21,32.2,5.04,0.229,0.234
1997-05-01,1997,5,North-West,Kaduna,231.3,30,86.1,7.71,0.0,0.38
1997-06-01,1997,6,North-West,Kaduna,362.4,30,121.1,12.08,0.0,0.48
1997-07-01,1997,7,North-West,Kaduna,310.6,30,102.7,10.35,0.112,0.294
1997-08-01,1997,8,North-West,Kaduna,379.0,30,167.9,12.63,0.0,0.471
1997-09-01,1997,9,North-West,Kaduna,245.5,30,94.4,8.18,0.141,0.33
1997-10-01,1997,10,North-West,Kaduna,103.6,21,45.3,4.93,0.068,0.407
1997-11-01,1997,11,North-West,Kaduna,3.3,1,1.2,3.3,0.753,0.09
1997-12-01,1997,12,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
1998-01-01,1998,1,North-West,Kaduna,0.5,0,0.2,0.5,0.457,0.217
1998-02-01,1998,2,North-West,Kaduna,0.8,0,0.2,0.8,0.684,0.079
1998-03-01,1998,3,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
1998-04-01,1998,4,North-West,Kaduna,139.5,28,42.7,4.98,0.0,0.311
1998-05-01,1998,5,North-West,Kaduna,229.8,30,112.3,7.66,0.0,0.496
1998-06-01,1998,6,North-West,Kaduna,291.8,30,101.1,9.73,0.0,0.401
1998-07-01,1998,7,North-West,Kaduna,321.2,30,146.1,10.71,0.081,0.418
1998-08-01,1998,8,North-West,Kaduna,438.9,30,203.9,14.63,0.0,0.572
1998-09-01,1998,9,North-West,Kaduna,391.8,30,136.4,13.06,0.0,0.477
1998-10-01,1998,10,North-West,Kaduna,101.7,20,35.6,5.08,0.086,0.32
1998-11-01,1998,11,North-West,Kaduna,0.2,0,0.1,0.2,0.985,0.007
1998-12-01,1998,12,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
1999-01-01,1999,1,North-West,Kaduna,0.1,0,0.0,0.1,0.891,0.0
1999-02-01,1999,2,North-West,Kaduna,0.1,0,0.0,0.1,0.961,0.0
1999-03-01,1999,3,North-West,Kaduna,3.3,1,1.5,3.3,0.917,0.038
1999-04-01,1999,4,North-West,Kaduna,33.8,7,16.2,4.83,0.754,0.118
1999-05-01,1999,5,North-West,Kaduna,113.0,23,56.5,4.91,0.501,0.25
1999-06-01,1999,6,North-West,Kaduna,124.0,25,60.0,4.96,0.509,0.238
1999-07-01,1999,7,North-West,Kaduna,176.0,30,74.2,5.87,0.497,0.212
1999-08-01,1999,8,North-West,Kaduna,164.2,30,49.9,5.47,0.539,0.14
1999-09-01,1999,9,North-West,Kaduna,163.1,30,55.9,5.44,0.43,0.196
1999-10-01,1999,10,North-West,Kaduna,94.2,19,29.4,4.96,0.153,0.264
1999-11-01,1999,11,North-West,Kaduna,2.3,0,0.9,2.3,0.828,0.067
1999-12-01,1999,12,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2000-01-01,2000,1,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2000-02-01,2000,2,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2000-03-01,2000,3,North-West,Kaduna,6.0,1,1.9,6.0,0.849,0.048
2000-04-01,2000,4,North-West,Kaduna,28.5,6,10.8,4.75,0.792,0.079
2000-05-01,2000,5,North-West,Kaduna,171.9,30,61.4,5.73,0.241,0.271
2000-06-01,2000,6,North-West,Kaduna,460.6,30,181.8,15.35,0.0,0.721
2000-07-01,2000,7,North-West,Kaduna,512.5,30,167.9,17.08,0.0,0.48
2000-08-01,2000,8,North-West,Kaduna,273.4,30,92.9,9.11,0.233,0.261
2000-09-01,2000,9,North-West,Kaduna,257.7,30,95.5,8.59,0.099,0.334
2000-10-01,2000,10,North-West,Kaduna,222.4,30,104.0,7.41,0.0,0.935
2000-11-01,2000,11,North-West,Kaduna,2.4,0,0.7,2.4,0.82,0.052
2000-12-01,2000,12,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2001-01-01,2001,1,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2001-02-01,2001,2,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2001-03-01,2001,3,North-West,Kaduna,4.8,1,1.5,4.8,0.879,0.038
2001-04-01,2001,4,North-West,Kaduna,111.5,22,38.6,5.07,0.188,0.281
2001-05-01,2001,5,North-West,Kaduna,190.3,30,88.8,6.34,0.159,0.392
2001-06-01,2001,6,North-West,Kaduna,243.3,30,113.4,8.11,0.036,0.449
2001-07-01,2001,7,North-West,Kaduna,330.3,30,128.9,11.01,0.055,0.369
2001-08-01,2001,8,North-West,Kaduna,356.8,30,118.8,11.89,0.0,0.333
2001-09-01,2001,9,North-West,Kaduna,260.8,30,94.7,8.69,0.088,0.331
2001-10-01,2001,10,North-West,Kaduna,29.1,6,11.7,4.85,0.738,0.105
2001-11-01,2001,11,North-West,Kaduna,12.7,3,5.9,4.23,0.05,0.441
2001-12-01,2001,12,North-West,Kaduna,0.2,0,0.1,0.2,0.972,0.014
2002-01-01,2002,1,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2002-02-01,2002,2,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2002-03-01,2002,3,North-West,Kaduna,24.0,5,10.9,4.8,0.396,0.274
2002-04-01,2002,4,North-West,Kaduna,144.4,29,62.0,4.98,0.0,0.451
2002-05-01,2002,5,North-West,Kaduna,126.6,25,46.4,5.06,0.441,0.205
2002-06-01,2002,6,North-West,Kaduna,184.9,30,68.4,6.16,0.267,0.271
2002-07-01,2002,7,North-West,Kaduna,355.9,30,157.4,11.86,0.0,0.45
2002-08-01,2002,8,North-West,Kaduna,350.7,30,137.2,11.69,0.016,0.385
2002-09-01,2002,9,North-West,Kaduna,325.3,30,126.6,10.84,0.0,0.443
2002-10-01,2002,10,North-West,Kaduna,137.5,28,57.5,4.91,0.0,0.517
2002-11-01,2002,11,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2002-12-01,2002,12,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2003-01-01,2003,1,North-West,Kaduna,0.7,0,0.3,0.7,0.24,0.326
2003-02-01,2003,2,North-West,Kaduna,20.0,4,7.2,5.0,0.0,1.0
2003-03-01,2003,3,North-West,Kaduna,0.6,0,0.2,0.6,0.985,0.005
2003-04-01,2003,4,North-West,Kaduna,91.7,18,39.8,5.09,0.332,0.29
2003-05-01,2003,5,North-West,Kaduna,75.6,15,28.5,5.04,0.666,0.126
2003-06-01,2003,6,North-West,Kaduna,161.4,30,59.5,5.38,0.36,0.236
2003-07-01,2003,7,North-West,Kaduna,247.9,30,95.3,8.26,0.291,0.273
2003-08-01,2003,8,North-West,Kaduna,301.0,30,148.7,10.03,0.155,0.417
2003-09-01,2003,9,North-West,Kaduna,318.5,30,141.3,10.62,0.0,0.494
2003-10-01,2003,10,North-West,Kaduna,125.2,25,42.7,5.01,0.0,0.384
2003-11-01,2003,11,North-West,Kaduna,0.5,0,0.2,0.5,0.963,0.015
2003-12-01,2003,12,North-West,Kaduna,1.4,0,0.7,1.4,0.807,0.097
2004-01-01,2004,1,North-West,Kaduna,0.6,0,0.3,0.6,0.348,0.326
2004-02-01,2004,2,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2004-03-01,2004,3,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2004-04-01,2004,4,North-West,Kaduna,80.1,16,35.9,5.01,0.417,0.261
2004-05-01,2004,5,North-West,Kaduna,206.3,30,93.6,6.88,0.089,0.413
2004-06-01,2004,6,North-West,Kaduna,83.7,17,29.3,4.92,0.668,0.116
2004-07-01,2004,7,North-West,Kaduna,155.3,30,47.7,5.18,0.556,0.136
2004-08-01,2004,8,North-West,Kaduna,121.4,24,56.0,5.06,0.659,0.157
2004-09-01,2004,9,North-West,Kaduna,82.3,16,27.8,5.14,0.712,0.097
2004-10-01,2004,10,North-West,Kaduna,19.5,4,7.5,4.88,0.825,0.067
2004-11-01,2004,11,North-West,Kaduna,1.5,0,0.6,1.5,0.888,0.045
2004-12-01,2004,12,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2005-01-01,2005,1,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2005-02-01,2005,2,North-West,Kaduna,0.1,0,0.0,0.1,0.961,0.0
2005-03-01,2005,3,North-West,Kaduna,1.6,0,0.6,1.6,0.96,0.015
2005-04-01,2005,4,North-West,Kaduna,41.0,8,19.6,5.12,0.701,0.143
2005-05-01,2005,5,North-West,Kaduna,50.1,10,24.1,5.01,0.779,0.106
2005-06-01,2005,6,North-West,Kaduna,185.0,30,74.1,6.17,0.267,0.294
2005-07-01,2005,7,North-West,Kaduna,122.6,25,51.3,4.9,0.649,0.147
2005-08-01,2005,8,North-West,Kaduna,201.3,30,60.6,6.71,0.435,0.17
2005-09-01,2005,9,North-West,Kaduna,259.7,30,78.2,8.66,0.092,0.274
2005-10-01,2005,10,North-West,Kaduna,51.3,10,24.4,5.13,0.539,0.219
2005-11-01,2005,11,North-West,Kaduna,0.1,0,0.0,0.1,0.993,0.0
2005-12-01,2005,12,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2006-01-01,2006,1,North-West,Kaduna,1.4,0,0.7,1.4,0.0,0.76
2006-02-01,2006,2,North-West,Kaduna,1.8,0,0.7,1.8,0.29,0.276
2006-03-01,2006,3,North-West,Kaduna,3.5,1,1.3,3.5,0.912,0.033
2006-04-01,2006,4,North-West,Kaduna,10.6,2,4.1,5.3,0.923,0.03
2006-05-01,2006,5,North-West,Kaduna,83.0,17,28.9,4.88,0.633,0.128
2006-06-01,2006,6,North-West,Kaduna,67.6,14,31.3,4.83,0.732,0.124
2006-07-01,2006,7,North-West,Kaduna,92.7,19,31.5,4.88,0.735,0.09
2006-08-01,2006,8,North-West,Kaduna,405.6,30,167.9,13.52,0.0,0.471
2006-09-01,2006,9,North-West,Kaduna,149.7,30,72.3,4.99,0.476,0.253
2006-10-01,2006,10,North-West,Kaduna,33.9,7,12.3,4.84,0.695,0.111
2006-11-01,2006,11,North-West,Kaduna,0.2,0,0.1,0.2,0.985,0.007
2006-12-01,2006,12,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2007-01-01,2007,1,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2007-02-01,2007,2,North-West,Kaduna,1.5,0,0.5,1.5,0.408,0.197
2007-03-01,2007,3,North-West,Kaduna,12.9,3,5.9,4.3,0.675,0.149
2007-04-01,2007,4,North-West,Kaduna,60.2,12,23.7,5.02,0.562,0.173
2007-05-01,2007,5,North-West,Kaduna,138.6,28,61.0,4.95,0.388,0.269
2007-06-01,2007,6,North-West,Kaduna,233.4,30,100.9,7.78,0.075,0.4
2007-07-01,2007,7,North-West,Kaduna,308.8,30,98.3,10.29,0.117,0.281
2007-08-01,2007,8,North-West,Kaduna,467.5,30,214.0,15.58,0.0,0.6
2007-09-01,2007,9,North-West,Kaduna,268.6,30,98.0,8.95,0.061,0.343
2007-10-01,2007,10,North-West,Kaduna,84.2,17,42.0,4.95,0.243,0.378
2007-11-01,2007,11,North-West,Kaduna,1.4,0,0.6,1.4,0.895,0.045
2007-12-01,2007,12,North-West,Kaduna,0.3,0,0.1,0.3,0.959,0.014
2008-01-01,2008,1,North-West,Kaduna,0.5,0,0.2,0.5,0.457,0.217
2008-02-01,2008,2,North-West,Kaduna,0.1,0,0.0,0.1,0.961,0.0
2008-03-01,2008,3,North-West,Kaduna,3.7,1,1.3,3.7,0.907,0.033
2008-04-01,2008,4,North-West,Kaduna,20.3,4,9.0,5.08,0.852,0.066
2008-05-01,2008,5,North-West,Kaduna,80.1,16,38.1,5.01,0.646,0.168
2008-06-01,2008,6,North-West,Kaduna,134.0,27,50.0,4.96,0.469,0.198
2008-07-01,2008,7,North-West,Kaduna,250.9,30,97.2,8.36,0.282,0.278
2008-08-01,2008,8,North-West,Kaduna,373.3,30,124.9,12.44,0.0,0.35
2008-09-01,2008,9,North-West,Kaduna,267.8,30,130.0,8.93,0.063,0.455
2008-10-01,2008,10,North-West,Kaduna,92.3,18,39.7,5.13,0.17,0.357
2008-11-01,2008,11,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2008-12-01,2008,12,North-West,Kaduna,1.0,0,0.5,1.0,0.862,0.069
2009-01-01,2009,1,North-West,Kaduna,0.2,0,0.1,0.2,0.783,0.109
2009-02-01,2009,2,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2009-03-01,2009,3,North-West,Kaduna,0.4,0,0.2,0.4,0.99,0.005
2009-04-01,2009,4,North-West,Kaduna,54.9,11,19.4,4.99,0.6,0.141
2009-05-01,2009,5,North-West,Kaduna,86.3,17,40.3,5.08,0.619,0.178
2009-06-01,2009,6,North-West,Kaduna,118.8,24,54.9,4.95,0.529,0.218
2009-07-01,2009,7,North-West,Kaduna,190.3,30,91.9,6.34,0.456,0.263
2009-08-01,2009,8,North-West,Kaduna,272.8,30,127.5,9.09,0.235,0.358
2009-09-01,2009,9,North-West,Kaduna,137.8,28,54.4,4.92,0.518,0.19
2009-10-01,2009,10,North-West,Kaduna,47.9,10,22.6,4.79,0.569,0.203
2009-11-01,2009,11,North-West,Kaduna,3.6,1,1.7,3.6,0.731,0.127
2009-12-01,2009,12,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2010-01-01,2010,1,North-West,Kaduna,0.9,0,0.4,0.9,0.022,0.435
2010-02-01,2010,2,North-West,Kaduna,0.9,0,0.3,0.9,0.645,0.118
2010-03-01,2010,3,North-West,Kaduna,0.7,0,0.3,0.7,0.982,0.008
2010-04-01,2010,4,North-West,Kaduna,27.6,6,11.2,4.6,0.799,0.082
2010-05-01,2010,5,North-West,Kaduna,93.0,19,31.8,4.89,0.589,0.14
2010-06-01,2010,6,North-West,Kaduna,209.9,30,79.8,7.0,0.168,0.316
2010-07-01,2010,7,North-West,Kaduna,257.8,30,121.1,8.59,0.263,0.346
2010-08-01,2010,8,North-West,Kaduna,282.5,30,110.3,9.42,0.207,0.309
2010-09-01,2010,9,North-West,Kaduna,248.2,30,96.8,8.27,0.132,0.339
2010-10-01,2010,10,North-West,Kaduna,102.8,21,42.4,4.9,0.076,0.381
2010-11-01,2010,11,North-West,Kaduna,7.2,1,3.5,7.2,0.461,0.262
2010-12-01,2010,12,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2011-01-01,2011,1,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2011-02-01,2011,2,North-West,Kaduna,0.9,0,0.3,0.9,0.645,0.118
2011-03-01,2011,3,North-West,Kaduna,0.4,0,0.2,0.4,0.99,0.005
2011-04-01,2011,4,North-West,Kaduna,27.5,6,9.0,4.58,0.8,0.066
2011-05-01,2011,5,North-West,Kaduna,95.4,19,30.5,5.02,0.579,0.135
2011-06-01,2011,6,North-West,Kaduna,95.7,19,47.6,5.04,0.621,0.189
2011-07-01,2011,7,North-West,Kaduna,175.8,30,87.4,5.86,0.497,0.25
2011-08-01,2011,8,North-West,Kaduna,301.2,30,141.1,10.04,0.155,0.396
2011-09-01,2011,9,North-West,Kaduna,279.3,30,91.7,9.31,0.023,0.321
2011-10-01,2011,10,North-West,Kaduna,104.1,21,49.4,4.96,0.064,0.444
2011-11-01,2011,11,North-West,Kaduna,0.2,0,0.1,0.2,0.985,0.007
2011-12-01,2011,12,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2012-01-01,2012,1,North-West,Kaduna,0.2,0,0.1,0.2,0.783,0.109
2012-02-01,2012,2,North-West,Kaduna,0.3,0,0.1,0.3,0.882,0.039
2012-03-01,2012,3,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2012-04-01,2012,4,North-West,Kaduna,49.1,10,20.1,4.91,0.642,0.146
2012-05-01,2012,5,North-West,Kaduna,209.2,30,73.9,6.97,0.076,0.326
2012-06-01,2012,6,North-West,Kaduna,245.0,30,105.4,8.17,0.029,0.418
2012-07-01,2012,7,North-West,Kaduna,316.6,30,143.5,10.55,0.095,0.41
2012-08-01,2012,8,North-West,Kaduna,396.6,30,149.1,13.22,0.0,0.418
2012-09-01,2012,9,North-West,Kaduna,329.7,30,132.8,10.99,0.0,0.464
2012-10-01,2012,10,North-West,Kaduna,130.4,26,46.7,5.02,0.0,0.42
2012-11-01,2012,11,North-West,Kaduna,2.0,0,0.7,2.0,0.85,0.052
2012-12-01,2012,12,North-West,Kaduna,0.3,0,0.1,0.3,0.959,0.014
2013-01-01,2013,1,North-West,Kaduna,5.3,1,1.8,5.3,0.0,1.0
2013-02-01,2013,2,North-West,Kaduna,2.8,1,1.1,2.8,0.0,0.434
2013-03-01,2013,3,North-West,Kaduna,8.6,2,4.2,4.3,0.784,0.106
2013-04-01,2013,4,North-West,Kaduna,25.0,5,9.6,5.0,0.818,0.07
2013-05-01,2013,5,North-West,Kaduna,44.7,9,19.0,4.97,0.803,0.084
2013-06-01,2013,6,North-West,Kaduna,97.4,19,36.1,5.13,0.614,0.143
2013-07-01,2013,7,North-West,Kaduna,212.0,30,68.2,7.07,0.394,0.195
2013-08-01,2013,8,North-West,Kaduna,189.0,30,77.2,6.3,0.47,0.217
2013-09-01,2013,9,North-West,Kaduna,93.9,19,37.9,4.94,0.672,0.133
2013-10-01,2013,10,North-West,Kaduna,52.7,11,24.2,4.79,0.526,0.218
2013-11-01,2013,11,North-West,Kaduna,2.8,1,1.4,2.8,0.79,0.105
2013-12-01,2013,12,North-West,Kaduna,0.5,0,0.2,0.5,0.931,0.028
2014-01-01,2014,1,North-West,Kaduna,0.3,0,0.1,0.3,0.674,0.109
2014-02-01,2014,2,North-West,Kaduna,1.2,0,0.6,1.2,0.527,0.237
2014-03-01,2014,3,North-West,Kaduna,7.6,2,3.3,3.8,0.809,0.083
2014-04-01,2014,4,North-West,Kaduna,106.0,21,39.5,5.05,0.228,0.288
2014-05-01,2014,5,North-West,Kaduna,111.8,22,45.5,5.08,0.506,0.201
2014-06-01,2014,6,North-West,Kaduna,132.5,26,47.0,5.1,0.475,0.186
2014-07-01,2014,7,North-West,Kaduna,185.3,30,68.0,6.18,0.47,0.194
2014-08-01,2014,8,North-West,Kaduna,323.1,30,132.7,10.77,0.093,0.372
2014-09-01,2014,9,North-West,Kaduna,280.0,30,139.3,9.33,0.021,0.487
2014-10-01,2014,10,North-West,Kaduna,59.6,12,23.8,4.97,0.464,0.214
2014-11-01,2014,11,North-West,Kaduna,2.8,1,1.3,2.8,0.79,0.097
2014-12-01,2014,12,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2015-01-01,2015,1,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2015-02-01,2015,2,North-West,Kaduna,0.6,0,0.2,0.6,0.763,0.079
2015-03-01,2015,3,North-West,Kaduna,2.4,0,1.0,2.4,0.94,0.025
2015-04-01,2015,4,North-West,Kaduna,2.2,0,0.7,2.2,0.984,0.005
2015-05-01,2015,5,North-West,Kaduna,56.8,11,25.8,5.16,0.749,0.114
2015-06-01,2015,6,North-West,Kaduna,123.2,25,60.2,4.93,0.512,0.239
2015-07-01,2015,7,North-West,Kaduna,408.1,30,176.0,13.6,0.0,0.503
2015-08-01,2015,8,North-West,Kaduna,544.0,30,218.2,18.13,0.0,0.612
2015-09-01,2015,9,North-West,Kaduna,309.7,30,132.4,10.32,0.0,0.463
2015-10-01,2015,10,North-West,Kaduna,88.4,18,40.3,4.91,0.205,0.362
2015-11-01,2015,11,North-West,Kaduna,0.2,0,0.1,0.2,0.985,0.007
2015-12-01,2015,12,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2016-01-01,2016,1,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
2016-02-01,2016,2,North-West,Kaduna,0.0,0,0.0,0.0,1.0,0.0
